0.677 1.432
-0.420 2.317
0.352 2.639
-0.483 2.067
1.048 2.323
-0.512 1.994
0.200 2.354
0.147 1.151
0.606 2.908
0.758 2.952
-0.213 2.095
0.075 2.246
0.006 1.671
-0.155 2.436
0.651 1.898
0.932 2.397
0.909 2.249
0.183 1.635
-0.419 2.008
0.389 2.087
0.102 2.616
-0.532 2.033
-0.361 2.133
0.020 2.649
-0.699 2.700
0.243 2.145
0.654 2.659
-0.905 2.606
-0.304 2.014
0.847 1.735
0.098 1.519
0.498 2.269
-0.346 2.287
0.053 2.485
0.492 1.808
-0.715 1.835
0.807 1.351
-0.088 2.115
0.371 2.624
0.092 2.250
-0.318 1.705
0.692 1.253
0.160 1.973
-0.112 2.358
0.479 1.313
-0.469 2.508
-0.676 1.513
0.037 2.074
0.454 1.885
-0.642 2.005
0.407 1.422
-0.299 2.455
-0.092 2.370
0.067 2.469
0.492 2.431
-0.375 2.778
0.470 1.789
0.330 1.454
-0.402 2.051
0.796 1.938
-1.102 1.652
-0.969 1.270
0.045 1.705
-0.128 1.691
-0.141 1.711
0.366 2.321
-0.047 0.913
0.338 1.546
-0.070 1.594
0.398 2.985
0.135 1.561
-0.206 1.865
0.469 1.384
-0.019 2.846
-0.523 2.172
-0.305 1.453
-0.552 2.539
-0.116 2.976
-0.317 2.275
0.457 2.576
-0.044 1.809
-0.512 2.147
0.288 2.536
0.290 0.742
-0.222 1.751
-0.368 1.803
0.063 1.597
-0.021 1.441
-0.703 2.642
0.394 1.392
-0.261 2.252
-0.305 1.669
0.718 1.552
-0.216 2.016
-0.065 1.409
-0.194 2.045
0.380 1.419
-0.832 1.894
-0.040 2.492
-0.233 2.310
1.244 3.261
-0.608 2.289
0.324 1.987
0.638 1.494
0.128 2.717
0.040 1.528
-0.608 1.420
-0.274 2.908
-0.057 2.448
-0.701 2.026
0.352 1.754
-0.448 1.973
0.234 2.541
0.219 2.029
-0.003 2.152
-0.351 2.964
-0.134 2.636
-0.410 2.828
-0.559 1.059
0.054 1.727
-0.348 1.945
0.421 2.616
0.213 2.254
0.604 2.879
-0.017 1.880
0.073 1.971
0.296 1.633
0.473 2.213
0.073 2.103
0.681 2.664
0.323 2.210
-0.480 3.316
0.998 1.139
-0.490 2.332
0.442 2.101
0.008 1.689
0.303 1.299
0.123 2.581
-0.678 1.030
-0.197 2.498
0.542 2.353
0.118 2.015
-0.555 1.502
0.333 1.737
0.663 2.251
-0.153 3.129
0.324 2.381
-0.203 1.978
0.069 1.636
-0.299 2.239
0.608 1.807
-0.341 2.131
0.255 1.788
-0.207 1.407
-0.559 1.208
0.012 2.489
-0.503 2.409
0.610 1.755
0.215 2.037
0.072 2.485
0.072 2.065
0.093 1.061
0.483 2.458
-0.305 1.590
0.120 2.452
0.602 1.970
-0.645 2.151
0.076 1.720
0.344 2.229
0.035 2.515
0.026 1.865
0.339 1.940
0.469 1.566
0.251 2.258
1.019 1.734
-0.648 2.204
1.117 2.019
-0.389 2.807
0.215 2.322
1.952 1.419
1.463 2.328
2.585 1.518
2.786 2.183
1.997 2.135
2.000 1.957
1.961 1.811
2.349 1.754
1.322 2.449
1.476 1.974
2.327 2.313
1.157 2.680
1.785 2.081
1.838 2.572
2.381 1.769
2.326 2.916
2.625 2.787
2.256 1.435
1.566 1.377
1.784 2.049
1.835 1.700
1.618 1.677
1.919 2.198
1.399 2.403
1.170 1.859
2.245 1.675
2.106 2.388
2.067 1.935
2.289 2.021
2.407 1.727
2.277 1.772
2.086 2.380
1.550 1.511
2.015 2.206
2.263 1.692
1.491 1.818
2.598 1.906
1.229 1.841
2.459 1.598
2.551 2.943
2.280 2.991
2.334 1.766
2.192 2.131
2.308 2.028
1.760 2.120
2.387 0.600
2.455 2.109
2.328 2.383
1.909 1.384
2.042 1.737
1.956 2.488
2.478 1.860
1.954 2.220
2.211 1.847
1.486 1.864
1.909 1.363
2.153 2.094
1.282 2.044
2.002 1.851
1.795 2.668
2.295 2.077
1.688 1.729
2.678 2.117
2.084 2.548
1.683 2.160
2.053 1.576
2.130 1.402
2.385 2.015
1.633 2.017
1.895 1.994
2.524 1.490
2.094 1.666
1.340 2.507
1.693 1.482
2.061 1.810
2.675 0.799
2.382 1.968
1.578 2.471
2.158 2.370
2.107 2.184
1.687 1.852
1.990 1.889
2.562 2.344
2.289 1.850
2.069 1.901
2.412 2.426
2.638 2.243
1.895 2.149
1.699 2.515
2.008 2.084
2.237 2.010
1.749 1.530
1.900 2.275
2.123 1.881
2.312 1.916
1.694 2.305
1.965 1.901
2.203 1.348
2.368 2.747
2.367 2.759
2.094 1.830
1.713 2.060
2.212 2.263
1.322 1.724
1.776 1.801
2.107 2.132
2.814 1.853
1.843 2.140
2.093 2.138
2.420 1.657
2.254 1.943
1.869 1.843
2.040 1.446
2.416 1.732
1.453 2.246
2.303 1.927
1.359 2.183
2.015 1.628
1.049 1.411
2.585 1.802
1.890 2.235
2.113 2.050
1.594 2.325
2.043 1.206
1.506 1.766
2.302 2.247
1.571 2.071
1.694 2.003
1.904 2.249
1.623 1.728
1.848 2.786
1.058 1.702
2.249 1.739
1.798 2.621
1.494 1.909
1.920 2.439
2.379 1.583
1.990 1.264
2.261 1.915
1.726 1.931
1.713 2.427
1.886 3.054
1.833 1.821
2.224 1.910
1.836 2.410
1.695 1.760
2.083 2.067
2.237 1.203
1.562 2.395
2.515 2.650
1.879 2.502
2.219 2.663
2.218 2.198
2.214 2.141
2.328 1.434
2.523 2.126
2.034 1.828
2.356 1.939
2.017 1.467
2.270 2.756
2.723 1.823
1.920 1.857
2.020 1.796
1.813 1.785
1.175 2.418
2.579 1.645
1.985 1.897
2.205 1.803
2.117 1.946
1.804 1.767
2.344 1.703
2.227 1.186
1.902 1.402
2.313 1.414
1.612 1.780
1.401 2.589
2.090 1.424
0.655 1.412
2.562 1.384
1.935 2.151
2.624 1.983
2.322 1.805
1.802 1.612
1.808 2.033
2.062 1.720
1.647 1.521
2.126 1.802
1.594 1.899
1.729 1.728
1.893 1.807
1.756 1.709
1.679 1.438
1.186 0.815
2.308 2.016
1.664 1.990
1.906 1.428
2.061 1.476
2.019 1.814
1.604 2.318
1.978 2.070
